variant,set_name,symbol,date,direction,sweep_reference,entry_trigger,sweep_time,sweep_level,sweep_extreme,confirmation_time,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,outcome,pnl_per_share,r_multiple,risk_per_share,stop_pct,mfe_r,mae_r,minutes_held,bias_15m,bias_1h,fvg_time,fvg_size,order_block_low,order_block_high,failure_reason
opening_15m__direct_5m_ob__bank_vwap,test,SBIN,2026-06-08,SHORT,opening_15m,direct_5m_ob,2026-06-08 10:05:00,982.7,983.35,2026-06-08 10:25:00,2026-06-08 10:33:00,981.575,983.4,977.9250000000002,2026-06-08 10:46:00,977.9250000000002,target,3.6499999999998636,2.0,1.8249999999999318,0.0018592568066626918,2.013698630137099,0.7808219178082234,13.0,1,-1,2026-06-08 10:28:00,0.049999999999954525,980.8,982.35,
opening_15m__direct_5m_ob__bank_vwap,test,SBIN,2026-06-22,LONG,opening_15m,direct_5m_ob,2026-06-22 10:25:00,1036.05,1035.25,2026-06-22 10:40:00,2026-06-22 10:47:00,1035.625,1035.2,1036.475,2026-06-22 10:47:00,1035.2,stop,-0.4249999999999545,-1.0,0.4249999999999545,0.0004103802051900587,1.94117647058855,1.470588235294275,0.0,1,1,2026-06-22 10:43:00,0.25,1035.25,1036.0,Fast continuation through the swept level
opening_15m__direct_5m_ob__bank_vwap,test,SBIN,2026-07-03,LONG,opening_15m,direct_5m_ob,2026-07-03 10:15:00,1048.0,1046.3,2026-07-03 10:35:00,2026-07-03 10:44:00,1049.9499999999998,1046.25,1057.3499999999995,2026-07-03 11:07:00,1046.25,stop,-3.699999999999818,-1.0,3.699999999999818,0.0035239773322537442,0.09459459459463612,1.2027027027027126,23.0,-1,1,2026-07-03 10:38:00,0.3999999999998636,1049.6,1050.3,SMC trap: sweep kept running with almost no follow-through
opening_15m__direct_5m_ob__bank_vwap,test,SBIN,2026-07-10,LONG,opening_15m,direct_5m_ob,2026-07-10 10:05:00,1027.5,1026.5,2026-07-10 10:20:00,2026-07-10 10:33:00,1027.4,1026.45,1029.3000000000002,2026-07-10 10:39:00,1026.45,stop,-0.9500000000000455,-1.0,0.9500000000000455,0.0009246642008955084,0.526315789473659,2.0,6.0,1,-1,2026-07-10 10:21:00,0.20000000000004547,1026.5,1028.3,Fast continuation through the swept level
opening_15m__market_1m_mss__no_bank_filter,train,SBIN,2025-08-26,SHORT,opening_15m,market_1m_mss,2025-08-26 10:10:00,815.5,815.85,2025-08-26 10:30:00,2025-08-26 10:14:00,814.25,815.9,810.95,2025-08-26 11:30:00,814.25,breakeven,0.0,0.0,1.6499999999999773,0.0020264046668713263,1.242424242424232,0.12121212121215044,76.0,-1,-1,2025-08-26 10:14:00,0.6000000000000227,813.7,814.0,
opening_15m__market_1m_mss__no_bank_filter,train,SBIN,2025-09-01,LONG,opening_15m,market_1m_mss,2025-09-01 10:35:00,803.1,802.65,2025-09-01 10:40:00,2025-09-01 10:43:00,804.0,802.6,806.8,2025-09-01 11:41:00,804.0,breakeven,0.0,0.0,1.3999999999999773,0.00174129353233828,1.3928571428571979,0.32142857142860914,58.0,1,-1,2025-09-01 10:43:00,0.2999999999999545,802.65,803.55,
opening_15m__market_1m_mss__no_bank_filter,train,SBIN,2025-09-08,SHORT,opening_15m,market_1m_mss,2025-09-08 09:55:00,811.2,811.4,2025-09-08 10:20:00,2025-09-08 10:14:00,810.5,811.4499999999999,808.6000000000001,2025-09-08 10:40:00,810.5,breakeven,0.0,0.0,0.9499999999999318,0.0011721159777914026,1.5263157894738417,0.6842105263158147,26.0,1,-1,2025-09-08 10:14:00,0.14999999999997726,810.45,811.15,
opening_15m__market_1m_mss__no_bank_filter,train,SBIN,2025-10-07,LONG,opening_15m,market_1m_mss,2025-10-07 09:30:00,870.0,868.7,2025-10-07 09:45:00,2025-10-07 09:48:00,872.8,868.6500000000001,881.0999999999997,2025-10-07 10:18:00,868.6500000000001,stop,-4.149999999999864,-1.0,4.149999999999864,0.004754812098991595,-0.012048192771073775,1.084337349397626,30.0,1,1,2025-10-07 09:48:00,0.10000000000002274,871.15,871.8,SMC trap: sweep kept running with almost no follow-through
opening_15m__market_1m_mss__no_bank_filter,train,SBIN,2025-10-08,SHORT,opening_15m,market_1m_mss,2025-10-08 10:00:00,867.6,867.8,2025-10-08 10:15:00,2025-10-08 10:17:00,864.25,867.8499999999999,857.0500000000002,2025-10-08 15:15:00,858.7,time_exit,5.5499999999999545,1.541666666666693,3.599999999999909,0.004165461382701659,1.9305555555556169,0.4861111111111234,298.0,-1,-1,2025-10-08 10:17:00,0.7999999999999545,866.35,867.2,
opening_15m__market_1m_mss__no_bank_filter,train,SBIN,2025-10-13,LONG,opening_15m,market_1m_mss,2025-10-13 09:30:00,876.8,876.0,2025-10-13 09:35:00,2025-10-13 09:38:00,880.0,875.95,888.0999999999999,2025-10-13 10:43:00,888.0999999999999,target,8.099999999999909,2.0,4.0499999999999545,0.004602272727272675,2.000000000000028,0.12345679012345817,65.0,-1,1,2025-10-13 09:38:00,0.5,877.5,879.15,
opening_15m__market_1m_mss__no_bank_filter,train,SBIN,2025-10-15,LONG,opening_15m,market_1m_mss,2025-10-15 09:40:00,877.95,877.15,2025-10-15 09:55:00,2025-10-15 09:57:00,879.15,877.0,883.4499999999999,2025-10-15 10:33:00,883.4499999999999,target,4.2999999999999545,2.0,2.1499999999999773,0.0024455439913552606,2.000000000000053,0.09302325581392275,36.0,1,-1,2025-10-15 09:57:00,0.5,877.05,878.05,
opening_15m__market_1m_mss__no_bank_filter,train,SBIN,2025-10-24,SHORT,opening_15m,market_1m_mss,2025-10-24 09:55:00,912.0,912.5,2025-10-24 10:05:00,2025-10-24 10:09:00,909.35,912.9,902.2500000000001,2025-10-24 13:40:00,902.2500000000001,target,7.099999999999909,2.0,3.5499999999999545,0.0039038873920932034,2.0422535211267867,0.1126760563380232,211.0,-1,-1,2025-10-24 10:09:00,0.1999999999999318,912.0,912.85,
opening_15m__market_1m_mss__no_bank_filter,train,SBIN,2025-10-31,SHORT,opening_15m,market_1m_mss,2025-10-31 09:35:00,939.45,939.9,2025-10-31 10:05:00,2025-10-31 09:39:00,937.3,940.55,930.8,2025-10-31 11:19:00,940.55,stop,-3.25,-1.0,3.25,0.0034674063800277394,0.8307692307692098,1.2615384615384686,100.0,-1,-1,2025-10-31 09:39:00,1.3500000000000227,938.15,940.5,Opening-range whipsaw after liquidity grab
opening_15m__market_1m_mss__no_bank_filter,train,SBIN,2025-11-04,LONG,opening_15m,market_1m_mss,2025-11-04 09:35:00,944.5,943.75,2025-11-04 10:05:00,2025-11-04 09:52:00,945.1,943.5500000000001,948.1999999999999,2025-11-04 10:15:00,945.1,breakeven,0.0,0.0,1.5499999999999545,0.0016400380912072316,1.2258064516129246,0.9677419354838993,23.0,-1,1,2025-11-04 09:52:00,0.05000000000006821,943.6,944.15,
opening_15m__market_1m_mss__no_bank_filter,train,SBIN,2025-11-06,LONG,opening_15m,market_1m_mss,2025-11-06 10:05:00,961.4,961.1,2025-11-06 10:25:00,2025-11-06 10:18:00,962.7,959.5500000000001,969.0,2025-11-06 11:17:00,959.5500000000001,stop,-3.1499999999999773,-1.0,3.1499999999999773,0.003272047366780905,0.9682539682539608,1.0158730158730376,59.0,1,1,2025-11-06 10:18:00,0.20000000000004547,959.6,961.65,Opening-range whipsaw after liquidity grab
opening_15m__market_1m_mss__no_bank_filter,train,SBIN,2025-11-14,SHORT,opening_15m,market_1m_mss,2025-11-14 09:35:00,960.1,960.95,2025-11-14 09:45:00,2025-11-14 09:49:00,959.3,961.0,955.8999999999999,2025-11-14 10:49:00,959.3,breakeven,0.0,0.0,1.7000000000000455,0.0017721255081830976,1.1764705882352626,0.4117647058823687,60.0,-1,1,2025-11-14 09:49:00,0.14999999999997726,959.85,960.8,
