trades,win_rate,profit_factor,expectancy_r,max_drawdown_r,avg_trade_duration_min,avg_r,gross_profit_r,gross_loss_r,variant,set_name,setup,boundary,rr
104,50.0,1.459750963322405,0.22987548166120073,-11.499999999999861,43.81730769230769,0.22987548166120073,75.9070500927645,51.999999999999616,breakout_close|or30|end=10:30|rr=1.5|atr=1.0|vol=0.8|vwap=0|ema=0|macro=none|band=1.2,train,breakout_close,or30,1.5
22,36.36363636363637,0.7863408521303276,-0.13596491228069965,-5.491228070175376,71.77272727272727,-0.13596491228069965,11.008771929824505,13.999999999999897,breakout_close|or30|end=10:30|rr=1.5|atr=1.0|vol=0.8|vwap=0|ema=0|macro=none|band=1.2,test,breakout_close,or30,1.5
59,49.152542372881356,1.4299319727891233,0.21860947768938305,-8.499999999999796,32.03389830508475,0.21860947768938305,42.89795918367342,29.999999999999805,breakout_close|or30|end=10:30|rr=1.5|atr=1.0|vol=0.8|vwap=1|ema=1|macro=not_both_against|band=1.2,train,breakout_close,or30,1.5
12,41.66666666666667,0.929824561403503,-0.04093567251462297,-3.491228070175419,70.66666666666667,-0.04093567251462297,6.508771929824481,6.9999999999999565,breakout_close|or30|end=10:30|rr=1.5|atr=1.0|vol=0.8|vwap=1|ema=1|macro=not_both_against|band=1.2,test,breakout_close,or30,1.5
78,47.43589743589743,1.2807479549574232,0.1475726429904394,-9.999999999999922,52.756410256410255,0.1475726429904394,52.51066615325399,40.99999999999972,breakout_close|or30|end=10:30|rr=1.5|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,train,breakout_close,or30,1.5
13,30.76923076923077,0.6666666666666795,-0.23076923076922004,-4.999999999999961,62.61538461538461,-0.23076923076922004,6.000000000000066,8.999999999999925,breakout_close|or30|end=10:30|rr=1.5|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,test,breakout_close,or30,1.5
47,48.93617021276596,1.329611089718913,0.16831204581391257,-7.102040816326472,49.02127659574468,0.16831204581391257,31.910666153253818,23.99999999999993,breakout_close|or30|end=10:30|rr=1.5|atr=1.0|vol=1.2|vwap=1|ema=1|macro=not_both_against|band=1.2,train,breakout_close,or30,1.5
7,28.57142857142857,0.6000000000000137,-0.28571428571427543,-2.9999999999999876,73.57142857142857,-0.28571428571427543,3.0000000000000626,4.99999999999999,breakout_close|or30|end=10:30|rr=1.5|atr=1.0|vol=1.2|vwap=1|ema=1|macro=not_both_against|band=1.2,test,breakout_close,or30,1.5
104,43.269230769230774,1.4645262727587343,0.263529327815049,-10.99999999999983,58.02884615384615,0.263529327815049,86.40705009276454,58.99999999999946,breakout_close|or30|end=10:30|rr=2.0|atr=1.0|vol=0.8|vwap=0|ema=0|macro=none|band=1.2,train,breakout_close,or30,2.0
22,27.27272727272727,0.6567982456140411,-0.2496012759170592,-7.49122807017537,82.9090909090909,-0.2496012759170592,10.508771929824576,15.999999999999876,breakout_close|or30|end=10:30|rr=2.0|atr=1.0|vol=0.8|vwap=0|ema=0|macro=none|band=1.2,test,breakout_close,or30,2.0
