Symbol,SpecId,Family,Parameters,Trades,WinRate,ProfitFactor,Expectancy,MaxDrawdown,DevelopmentScore
SBIN,82,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.15, ""target_r"": 1.5}",3,0.6666666666666666,1.7129051680466383,0.0016773842024289482,-0.007058656372312289,-inf
SBIN,83,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.15, ""target_r"": 2.0}",3,0.6666666666666666,2.1748340066348018,0.0027642498491140164,-0.0070586563723124,-inf
SBIN,84,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.15, ""target_r"": 1.5}",23,0.391304347826087,0.80293037002201,-0.000648296146669811,-0.05984616147960764,3.385567459548192
SBIN,85,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.15, ""target_r"": 2.0}",23,0.391304347826087,0.8893221729811759,-0.0003640947049329988,-0.06109292653165832,3.858674742840707
SBIN,86,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.15, ""target_r"": 1.5}",7,0.42857142857142855,1.3383080063398496,0.0007716699357953129,-0.01536899535536862,-inf
SBIN,87,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.15, ""target_r"": 2.0}",7,0.42857142857142855,1.408492293498283,0.0009317580902298918,-0.015368995355368842,-inf
SBIN,88,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.15, ""target_r"": 1.5}",1,1.0,inf,0.008781790820165614,0.0,-inf
SBIN,89,benchmark_opening,"{""position"": 0.9, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.15, ""target_r"": 2.0}",1,1.0,inf,0.012042387760220818,0.0,-inf
SBIN,90,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.25, ""target_r"": 1.5}",23,0.43478260869565216,0.8696980270941642,-0.0003724338600696196,-0.04427424502068633,3.8377988051261496
SBIN,91,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.25, ""target_r"": 2.0}",23,0.43478260869565216,0.9522633183940774,-0.00013644272761899126,-0.04427424502068633,4.305145498658896
